TAX-314723	Borrelia hermsii
TAX-980422	Strawberry lethal
Pfam-Entry-PF03690.9	UPF0160
GO:0042447	hormone catabolic process
23S-rRNA-N1-methylguanine745	N<sup>1</sup>-methylguanine<sup>745</sup> in 23S rRNA
TAX-184869	Varibaculum
Sugar-1-Phosphate	a sugar 1-phosphate
Pfam-Entry-PF08670.7	MEKHLA
TAX-764299	Streptococcus ictaluri
TAX-111564	Kineosphaera limosa
GO:0046486	glycerolipid metabolic process
Pfam-Entry-PF06342.8	DUF1057
PWY-5505	glutamate and glutamine biosynthesis
GO:0046378	enterobacterial common antigen metabolic process
GO:0034605	cellular response to heat
TAX-370438	Pelotomaculum thermopropionicum
TAX-1111731	Glycomyces tenuis
Threitols	a threitol
TAX-487797	Flavobacteria bacterium MS024-3C
Pfam-Entry-PF16697.1	Yop-YscD_cpl
TAX-721133	Nitratireductor indicus
Pfam-Entry-PF16220.1	DUF4880
Pfam-Entry-PF03098.11	An_peroxidase
TAX-338187	Vibrio campbellii
TAX-74311	Brevundimonas bacteroides
TAX-870187	Thiothrix nivea
EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS	Binding of cellular extracts
Pfam-PF09206.7	ArabFuran-catal
Pfam-Entry-PF06949.7	DUF1292
Pfam-PF05853.8	Kce
Pfam-PF10134.5	RPA
TAX-1156986	Diplorickettsia massiliensis
TAX-56807	Glaciecola pallidula
TAX-452638	Polynucleobacter necessarius
Pfam-PF08323.7	Glyco_transf_5
23S-rRNA-pseudouridine1915	a pseudouridine<sup>1915</sup> in 23S rRNA
GO:0001871	pattern binding
TAX-1335631	Frischella
GO:0001506	neurotransmitter biosynthetic process and storage
Pfam-Entry-PF03783.10	CsgG
GO:0072595	maintenance of protein localization in organelle
Pfam-PF09298.7	FAA_hydrolase_N
PWY-7268	NAD/NADP-NADH/NADPH cytosolic interconversion (yeast)
TAX-1121106	Belnapia moabensis
GO:0006560	proline metabolic process
TAX-273376	Sphaerochaeta coccoides
Pfam-Entry-PF06093.9	Spt4
Agaroses	an agarose
tRNA-Adenine-9	an adenine<sup>9 </sup> in tRNA
TAX-3977	Euphorbiaceae
Mucin-type-glycans	a mucin-type <i>O</i>-glycan
GO:0060173	limb development
Pfam-Entry-PF12241.4	Enoyl_reductase
Phosphatidylethanolamines-36-3	phosphatidylethanolamine-36:3
GO:0046475	glycerophospholipid catabolic process
Pfam-PF07859.9	Abhydrolase_3
TAX-33373	Sternorrhyncha
Pfam-Entry-PF08645.7	PNK3P
TAX-760840	Streptococcus pneumoniae
PWY-7441	polymyxin A biosynthesis
Pfam-PF15935.1	RnlA_toxin
Pfam-Entry-PF01744.16	GLTT
GO:0001784	phosphotyrosine binding
TAX-979211	Staphylococcus epidermidis
TAX-979982	Leuconostoc sp. C2
PWY-5531	chlorophyllide <i>a</i> biosynthesis II (anaerobic)
TAX-373903	Halothermothrix orenii
GO:0048569	post-embryonic organ development
eEF-2-Histidines	an L-histidine-[translation elongation factor 2]
Pfam-PF00139.15	Lectin_legB
Pfam-PF16378.1	DUF4988
TAX-405212	Alicyclobacillus acidocaldarius
CPD0-2351	a tRNA precursor with a 5' extension and a long 3' trailer
Pfam-PF00303.15	Thymidylat_synt
TAX-39	Cystobacteraceae
GO:0008320	protein transmembrane transporter activity
GO:0006486	protein glycosylation
Pfam-Entry-PF10418.5	DHODB_Fe-S_bind
Pfam-Entry-PF01325.15	Fe_dep_repress
GO:0016866	intramolecular transferase activity
TAX-34374	Leptosphaeriaceae
TAX-1123319	Streptomyces flavidovirens
TAX-346665	Moraxella boevrei
TAX-740972	Tritrichomonadida
TAX-1349	Streptococcus uberis
Pfam-Entry-PF00668.16	Condensation
GO:0004995	tachykinin receptor activity
TAX-491076	Lactobacillus crispatus
GO:0036307	23S rRNA (adenine(2030)-N(6))-methyltransferase activity
PWY-3461	tyrosine biosynthesis II
Pfam-Entry-PF09665.6	RE_Alw26IDE
TAX-444051	Mesoflavibacter
TAX-240495	Pseudonocardia dioxanivorans
GO:0015091	ferric iron transmembrane transporter activity
GO:0001817	regulation of cytokine production
TAX-759914	Brachyspira pilosicoli
Pfam-PF05628.8	Borrelia_P13
Nucleosides-Analogues	a nucleoside analog
Pfam-PF03603.9	DNA_III_psi
TAX-563178	Buchnera aphidicola
Pfam-PF04230.9	PS_pyruv_trans
TAX-796944	Oribacterium asaccharolyticum
Pfam-Entry-PF12639.3	Colicin-DNase
ORG-6197	Pseudomonas sp. NCIB 10590
GO:0009368	endopeptidase Clp complex
Pfam-Entry-PF10899.4	AbiGi
Pfam-PF13670.2	PepSY_2
GO:0004130	cytochrome-c peroxidase activity
PWY-116	coniferin metabolism
Pfam-PF13396.2	PLDc_N
Pfam-Entry-PF07076.7	DUF1344
CPD0-2196	an acyl phosphatidylglycerol (n-C14:1)
Pfam-Entry-PF09313.7	DUF1971
Pfam-PF04262.10	Glu_cys_ligase
TAX-28132	Prevotella melaninogenica
POLYAMSYN-YEAST-PWY	polyamine biosynthesis
Pfam-Entry-PF12725.3	DUF3810
Pfam-PF08360.7	TetR_C_5
TAX-526216	Oceanibaculum indicum
Beta-Phycoerythrocyanins-PCB84	a [phycoerythrocyanin &beta;-subunit]-Cys<sup>84</sup>-phycocyanobilin
TAX-2723	Hirschia
TAX-336276	Olleya
ALPHA_ACETYLGLUCOSAMINIDES	an <i>N</i>-acetyl-&alpha;-D-glucosaminide
GO:0006552	leucine catabolic process
Carotenoid-beta-end-group	a carotenoid &beta;-end group
GO:0047067	hydrogen:quinone oxidoreductase activity
Malonate-Decarboxylases-Acetyl-Form	an acetyl-[<i>holo</i> malonate decarboxylase acyl-carrier protein]
Pfam-PF13491.2	FtsK_4TM
TAX-1489913	Atherinomorphae
TAX-947475	Anchonieae
TAX-565636	Enterococcus faecalis
ORG-6271	Parinari laurina
GO:0015712	hexose phosphate transport
TAX-188913	Cetobacterium somerae
TAX-1411023	unclassified Peptostreptococcaceae (miscellaneous)
GO:0042709	succinate-CoA ligase complex
Pfam-PF16463.1	Phage_TTP_13
TAX-1121936	Halalkalibacillus halophilus
Pfam-Entry-PF12049.4	DUF3531
TAX-161	Treponema pallidum
GO:0004355	glutamate synthase (NADPH) activity
Pfam-Entry-PF05631.10	MFS_5
TAX-1333857	Microbacterium maritypicum
GO:0006859	extracellular carbohydrate transport
Pfam-PF07680.7	DoxA
GO:0032501	multicellular organismal process
TAX-13034	Dactylococcopsis
CPD0-2137	a 1-hexadec-9-enoyl-sn-glycerol 3-phosphate
Coumarins	a coumarin
GO:0008113	peptide-methionine (S)-S-oxide reductase activity
TAX-1154915	Streptococcus agalactiae
Pfam-Entry-PF11314.4	DUF3117
Pfam-PF01308.13	Chlam_OMP
Pfam-PF09586.6	YfhO
TAX-293084	Leptospira inadai
Pfam-Entry-PF05151.8	PsbM
GO:0000987	core promoter proximal region sequence-specific DNA binding
GO:0046677	response to antibiotic
Pfam-Entry-PF13683.2	rve_3
TAX-710095	Acinetobacter baumannii
Pfam-PF14441.2	OTT_1508_deam
TAX-376351	Gordonia shandongensis
TAX-883114	Helcococcus kunzii
Flavones	a flavone
TAX-2001	Streptosporangium roseum
Pfam-PF02516.10	STT3
tRNA-Ile2	a [tRNA<sup>Ile2</sup>]-cytidine<sup>34</sup>
TAX-1202540	Candidatus Carsonella ruddii
GO:0007386	compartment pattern specification
GO:0004730	pseudouridylate synthase activity
GO:0016603	glutaminyl-peptide cyclotransferase activity
PWY-4	UDP-D-galacturonate biosynthesis II (from D-galacturonate)
TAX-1188235	Mycoplasma bovigenitalium
Pfam-PF00588.15	SpoU_methylase
PWY-6282	palmitoleate biosynthesis I
GO:0000271	polysaccharide biosynthetic process
TAX-1278306	Fusobacterium russii
Pfam-PF16535.1	T3SSipB
Pfam-PF14202.2	TnpW
Aurachin-Biosynthesis	Aurachin Biosynthesis
RIBOKIN-PWY	ribose degradation
Pfam-Entry-PF16440.1	DUF5037
3-Phosphomonucleotides	a 3'-phosphomononucleotide
Pfam-Entry-PF09502.6	HrpB4
Pfam-PF13292.2	DXP_synthase_N
Pfam-Entry-PF07077.7	DUF1345
Pfam-Entry-PF05957.9	DUF883
Pfam-PF10612.5	Spore-coat_CotZ
Pfam-PF08000.7	bPH_1
TAX-387341	Halovivax ruber
Pfam-PF13632.2	Glyco_trans_2_3
Pfam-Entry-PF06250.7	DUF1016
TAX-43774	Syntrophus buswellii
GO:0004691	cAMP-dependent protein kinase activity
TAX-1305740	Marinobacter nanhaiticus
Pfam-PF07588.7	DUF1554
Pfam-PF15643.2	Tox-PL-2
1-6-beta-D-Glucan	a 1,6-&beta;-D-glucan
Pfam-PF00206.16	Lyase_1
P162-PWY	glutamate degradation V (via hydroxyglutarate)
TAX-284637	Streptomyces griseovariabilis
GO:0004735	pyrroline-5-carboxylate reductase activity
TAX-459495	Arthrospira platensis
GO:0009450	gamma-aminobutyric acid catabolic process
TAX-661182	Perlucidibaca
GO:0019076	viral release from host cell
Pfam-PF13496.2	DUF4120
TAX-1263869	Rhodopirellula sallentina
Pfam-Entry-PF09350.6	DUF1992
Pfam-PF00719.15	Pyrophosphatase
Pfam-PF13434.2	K_oxygenase
Pfam-PF03151.12	TPT
GO:0051073	adenosylcobinamide-GDP ribazoletransferase activity
GO:0005129	granulocyte macrophage colony-stimulating factor receptor binding
TAX-302485	Phaeobacter
Pfam-Entry-PF07152.8	YaeQ
Pfam-PF09059.6	TyeA
GO:0051212	vanadium ion binding
TAX-629	Yersinia <bacteria>
TAX-349307	Methanosaeta thermophila
TAX-1219	Prochlorococcus marinus
GO:0098562	cytoplasmic side of membrane
TAX-1089446	Corynebacterium pseudotuberculosis
TAX-580596	Butyricicoccus
GO:0005001	transmembrane receptor protein tyrosine phosphatase activity
Pfam-Entry-PF09862.5	DUF2089
GO:0000787	cytoplasmic nucleosome
Pfam-PF05559.7	DUF763
Pfam-PF16702.1	DUF5063
Pfam-Entry-PF12969.3	DUF3857
TAX-6546	Mytiloida
TAX-529122	Bacillus thuringiensis
TAX-196136	Methanosalsum
TAX-234827	Candidatus Midichloria mitochondrii
Pfam-PF06983.9	3-dmu-9_3-mt
Pfam-Entry-PF15544.2	Ntox6
GO:0051258	protein polymerization
GO:0080171	lytic vacuole organization
TAX-49118	Candidatus Arthromitus sp. SFB-mouse
Rhd-L-Cysteine	a [Rhd protein]-L-cysteine
GO:0051470	ectoine transport
GO:0051202	phytochromobilin metabolic process
GO:0032067	Type IV site-specific deoxyribonuclease activity
Pfam-PF12611.4	DUF3766
GO:0008859	exoribonuclease II activity
TAX-1121365	Corynebacterium mastitidis
GO:0008913	lauroyltransferase activity
TAX-484429	Sphingobium sp. YBL2
Pfam-PF16527.1	CpxA_peri
EV-COMP-HINF-ISA	Inferred from Sequence Alignment
Pfam-PF09221.6	Bacteriocin_IId
TAX-1193729	Candidatus Endolissoclinum faulkneri
Pfam-PF11462.4	DUF3203
Pfam-PF11236.4	DUF3037
TAX-1160707	Ureibacillus thermosphaericus
Pfam-PF13521.2	AAA_28
Apo-alpha-R-Phycocyanins-V	an <i>apo</i>-[R-phycocyanin V &alpha;-subunit]
Pfam-Entry-PF11019.4	DUF2608
TAX-391037	Salinispora arenicola
GO:0003731	mRNA cap binding
Pfam-Entry-PF01168.16	Ala_racemase_N
GO:0071916	dipeptide transmembrane transporter activity
GO:0006941	striated muscle contraction
GO:0005242	inward rectifier potassium channel activity
Pfam-PF05225.12	HTH_psq
Pfam-Entry-PF07194.7	P2
Pfam-Entry-PF16928.1	Inj_translocase
GO:0033121	regulation of purine nucleotide catabolic process
TAX-1122919	Paenibacillus ginsengihumi
TAX-215449	Neocoleoidea
TAX-75796	Azoarcus sp. 22Lin
Pfam-PF05228.9	CHASE4
TAX-302484	Haloferax larsenii
GO:0007350	blastoderm segmentation
Pfam-Entry-PF11016.4	DUF2854
Pfam-PF01548.13	DEDD_Tnp_IS110
Pfam-Entry-PF07969.7	Amidohydro_3
Pfam-Entry-PF14691.2	Fer4_20
GO:0042094	interleukin-2 biosynthetic process
TAX-129957	Carboxydothermus
Pfam-PF16593.1	Cas9-BH
TAX-125316	Beutenbergiaceae
TAX-1175444	Methanocella conradii
TAX-1219076	Vibrio alginolyticus
TAX-931281	Pseudomonas putida
TAX-65022	Tortricinae
Pfam-Entry-PF02753.13	PapD_C
Alpha-hydroxydihydroceramides	a (2'R)-2'-hydroxydihydroceramide
TAX-51921	Candida nanaspora
TAX-298654	Frankia sp. EuI1c
GO:0015827	tryptophan transport
TAX-52768	Actinomyces georgiae
Pfam-Entry-PF05763.8	DUF835
Pfam-Entry-PF04900.8	Fcf1
TAX-3716	Brassica oleracea
Pfam-Entry-PF11306.4	DUF3108
Pfam-Entry-PF13507.2	GATase_5
GO:0003756	protein disulfide isomerase activity
TAX-369942	Sinomonas albida
TAX-338217	Leptospira borgpetersenii
Pfam-Entry-PF11650.4	P22_Tail-4
GO:0061505	DNA topoisomerase II activity
Pfam-Entry-PF05857.7	TraX
GO:0003763	chaperonin ATPase activity
ORG-6221	Vibrio fluvialis
Pfam-Entry-PF01895.15	PhoU
CPD0-2032	DL-glyceraldehyde 3-phosphate
TAX-78604	Pectinotrichum llanense
GO:0007585	respiratory gaseous exchange
PWY-2083	isoflavonoid biosynthesis II
GO:0004756	selenide, water dikinase activity
GO:0010332	response to gamma radiation
4-HYDROXYMANDELATE	4-hydroxymandelate
Pfam-Entry-PF04201.11	TPD52
GO:0008682	2-octoprenyl-3-methyl-6-methoxy-1,4-benzoquinone hydroxylase activity
Pfam-PF13452.2	MaoC_dehydrat_N
Pfam-PF08541.6	ACP_syn_III_C
Pfam-Entry-PF01508.12	Paramecium_SA
Pfam-PF14325.2	DUF4383
GO:0006583	melanin biosynthetic process from tyrosine
NCCS	a nonfluorescent chlorophyll catabolite
TAX-38308	Gluconobacter frateurii
TAX-479433	Catenulispora acidiphila
Allantoin-degradation	Allantoin Degradation
GO:0043227	membrane-bounded organelle
TAX-52774	Actinomyces slackii
Pfam-PF12101.4	DUF3577
GO:0000049	tRNA binding
TAX-218494	Streptococcus suis
Pfam-PF09984.5	DUF2222
TAX-56110	Oscillatoria acuminata
Pfam-PF11039.4	DUF2824
GO:0008353	RNA polymerase II carboxy-terminal domain kinase activity
Pfam-Entry-PF13183.2	Fer4_8
GO:0003721	telomeric template RNA reverse transcriptase activity
Pfam-Entry-PF06850.7	PHB_depo_C
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
Pfam-Entry-PF01887.12	SAM_adeno_trans
Pfam-Entry-PF02680.10	DUF211
GO:0009229	thiamine diphosphate biosynthetic process
GO:0047244	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase activity
GO:0004354	glutamate dehydrogenase (NADP+) activity
TAX-1081640	Sphingomonas elodea
Pfam-PF11965.4	DUF3479
GO:0050553	taxadiene synthase activity
GO:0030638	polyketide metabolic process
GIPC-44-0-2s	a glycosylinositolphosphoceramide(44:0)-2
Pfam-PF09731.5	Mitofilin
Brassinosteroids	a brassinosteroids
GO:0030115	S-layer
Class-C-PBPs	a class C penicillin-binding protein
PWY-6146	<i>Methanobacterium thermoautotrophicum</i> biosynthetic metabolism
TAX-604331	Meiothermus rufus
TAX-168933	Legionella drancourtii
Pfam-PF10005.5	zinc-ribbon_6
TAX-491075	Enterococcus faecalis
TAX-903907	Acinetobacter baumannii
Pfam-Entry-PF07256.8	DUF1435
TAX-2752	Carnobacterium funditum
GO:0015277	kainate selective glutamate receptor activity
Pfam-PF04085.10	MreC
Precorrins	a precorrin
GO:0005664	nuclear origin of replication recognition complex
PWY-6839	2-aminoethylphosphonate biosynthesis
Pfam-Entry-PF04461.9	DUF520
GO:0003957	NAD(P)+ transhydrogenase (B-specific) activity
Pfam-Entry-PF07826.7	IMP_cyclohyd
TAX-525242	Acinetobacter baumannii
Pfam-PF03573.9	OprD
PWY66-426	hydrogen sulfide biosynthesis II (mammalian)
Pfam-Entry-PF01075.13	Glyco_transf_9
Pfam-Entry-PF12408.4	DUF3666
B-D-Gal-14-B-D-NAcGln-Glglycopeptides	&beta;-D-galactosyl-(1&rarr;3)-[&beta;-D-galactosyl-(1&rarr;4)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-(1&rarr;6)]-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-R
GO:0019674	NAD metabolic process
PWY-6833	Cofactor and Prosthetic Group Biosynthesis
Pfam-PF09391.6	DUF2000
Pfam-Entry-PF01633.16	Choline_kinase
TAX-599802	Barnettozyma
PWY-5088	L-glutamate degradation VIII (to propanoate)
GO:0015778	hexuronide transport
PWY-3481	superpathway of L-phenylalanine and L-tyrosine biosynthesis
GO:0007483	genital disc morphogenesis
Methylated-MtqC-Proteins	a [methyl-(Co(III) tetramethylammonium-specific corrinoid protein]
Pfam-Entry-PF06067.7	DUF932
Pfam-Entry-PF01235.13	Na_Ala_symp
TAX-9685	Felis catus
GO:0000022	mitotic spindle elongation
PWY-7576	nitrogen fixation II (flavodoxin)
GO:0043392	negative regulation of DNA binding
Pfam-Entry-PF09711.6	Cas_Csn2
TAX-324831	Lactobacillus gasseri
TAX-1154930	Streptococcus agalactiae
TAX-379535	[Scytonema hofmanni] UTEX B 1581
GO:0043801	hexulose-6-phosphate synthase activity
Pfam-Entry-PF06903.8	VirK
TAX-306537	Corynebacterium jeikeium
TAX-9526	Catarrhini
Pfam-PF00886.15	Ribosomal_S16
Pfam-Entry-PF14323.2	GxGYxYP_C
TAX-1482599	Streptomyces halstedii subgroup
TAX-160386	Corynebacterium casei
TAX-49279	Gelidibacter
GO:0019520	aldonic acid metabolic process
TAX-649507	Cesiribacter andamanensis
TAX-119065	unclassified Burkholderiales
Pfam-Entry-PF14572.2	Pribosyl_synth
Pfam-Entry-PF14819.2	QueF_N
TAX-295577	Chthoniobacter
Pfam-Entry-PF01313.15	Bac_export_3
Pfam-Entry-PF14479.2	HeLo
Pfam-Entry-PF04495.10	GRASP55_65
Pfam-Entry-PF07210.8	DUF1416
Pfam-Entry-PF10878.4	DUF2672
tRNA-containing-5-taurinomethyluridine	a 5-taurinomethyluridine in tRNA
TAX-376805	Bacteroides salanitronis
ORG-5888	Clostridium bifermentans
CPD0-2150	a 1-acyl-sn-glycero-3-phosphoethanolamine (n-C18:1)
Pfam-Entry-PF08335.7	GlnD_UR_UTase
Pfam-PF01488.16	Shikimate_DH
Pfam-PF02602.11	HEM4
TAX-649746	Anaerobaculum hydrogeniformans
GO:0019379	sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)
tRNAs-with-cytidines	a cytidine in tRNA
TAX-4268	Malpighiaceae
Pfam-Entry-PF11743.4	DUF3301
PWY-6826	phosphatidylcholine biosynthesis VI
TAX-754350	Actinobacillus pleuropneumoniae
GO:0004931	extracellular ATP-gated cation channel activity
Pfam-Entry-PF07374.7	DUF1492
ORG-5920	Neurospora crassa 33933
TAX-62890	Solanum habrochaites
3-hydroxy-L-asparagine-HIF-Alpha	a (3<i>S</i>)-3-hydroxy-L-asparagine-HIF &alpha; subunit
Pfam-Entry-PF09546.6	Spore_III_AE
Pfam-PF12728.3	HTH_17
GO:0005518	collagen binding
Nucleoside-3-5-bisphosphate	a nucleoside 3',5'-bisphosphate
TAX-84112	Eggerthella lenta
TAX-765081	Propionibacterium acnes
TAX-702447	Bacteroides xylanisolvens
GO:0007267	cell-cell signaling
Pfam-Entry-PF14890.2	Intein_splicing
Pfam-Entry-PF01386.15	Ribosomal_L25p
TAX-79264	Paenibacillus ehimensis
Pfam-Entry-PF16189.1	Creatinase_N_2
ORG-6181	Bacillus megaterium
Pfam-Entry-PF09565.6	RE_NgoFVII
Pfam-Entry-PF05987.9	DUF898
TAX-37506	Gorgoniidae
PWY4FS-2	phosphatidylcholine biosynthesis II
Pfam-PF00623.16	RNA_pol_Rpb1_2
TAX-195704	Halomonas sp. #593
ASPARTATESYN-PWY	aspartate biosynthesis
TAX-1121122	Brevibacterium album
GO:1902299	pre-replicative complex assembly involved in cell cycle DNA replication
TAX-475327	Bombycinae
TAX-36774	Brassica oleracea
GO:0072400	detection of stimulus involved in DNA integrity checkpoint
Pfam-Entry-PF02210.20	Laminin_G_2
Pfam-Entry-PF10435.5	BetaGal_dom2
CCO-CHL-STKD-THY	chloroplast stacked thylakoid
TAX-824	Campylobacter gracilis
Pfam-Entry-PF06868.7	DUF1257
GO:0042454	ribonucleoside catabolic process
Pfam-Entry-PF16576.1	HlyD_D23
GO:0018114	threonine racemase activity
Pfam-Entry-PF16677.1	GP3_package
Pfam-Entry-PF16947.1	Ferredoxin_N
TAX-53409	Pseudomonas coronafaciens
Pfam-PF01833.20	TIG
Pfam-Entry-PF03167.15	UDG
Pfam-PF14478.2	DUF4430
PWY-7723	bacterial bioluminescence
TAX-8353	Xenopus <genus>
GO:0004085	butyryl-CoA dehydrogenase activity
Pfam-Entry-PF08527.6	PAD_M
TAX-866629	Mycoplasma leachii
GO:0004396	hexokinase activity
Pfam-PF10065.5	DUF2303
TAX-332056	Sphingobium japonicum
Pfam-PF07764.7	Omega_Repress
TAX-13422	Chrysanthemum <genus>
Pfam-Entry-PF01187.14	MIF
ASPARTATE-DEG1-PWY	aspartate degradation I
5-Phosphomononucleotides	a 5'-phosphomononucleotide
Pfam-Entry-PF04231.9	Endonuclease_1
TAX-765122	Propionibacterium acnes
tRNA-containing-2-O-MeCyt-2-O-MeGuas	a tRNA containing 2-O-methylcytidine/2-O-methylguanosine
Pfam-Entry-PF14785.2	MalF_P2
TAX-60137	Sulfitobacter pontiacus
5-phosphooligonucleotides	a 5'-phosphooligonucleotide
TAX-1001229	Bacillus thuringiensis
alpha-factor-precursor	&alpha;-factor precursor
Pfam-PF12334.4	rOmpB
Pfam-Entry-PF08818.7	DUF1801
Pfam-PF00814.21	Peptidase_M22
TAX-390884	Echinicola vietnamensis
TAX-8088	Oryziinae
Pfam-Entry-PF16483.1	Glyco_hydro_64
GO:0048628	myoblast maturation
YHAV-DEGRADATION-SUBSTRATE-RRNA	YhaV endonuclease degradation substrate rRNA
Pfam-PF01323.16	DSBA
TAX-1182673	Escherichia coli
Pfam-Entry-PF11120.4	CBP_BcsF
Polyisoprenyl-Diphosphates	an isoprenoid diphosphate
GO:0034301	endospore formation
TAX-637381	Listeria monocytogenes
GO:0015750	pentose transport
Asymmetric-dimethyl-Arg-Modifications	Asymmetric dimethylarginine
TAX-10662	Myoviridae
TAX-475794	Haliea
Ubiquinones	a ubiquinone
PWY-7521	3-(4-sulfophenyl)butanoate degradation
GO:0047874	dolichyldiphosphatase activity
TAX-28911	Allium cepa
Pfam-Entry-PF07758.7	DUF1614
TAX-196628	Arthrobacter sp. KUJ8602
PWY0-1493	RcsCDB Two-Component Signal Transduction System
GO:0015194	L-serine transmembrane transporter activity
PWY-7452	cyanidin dimalonylglucoside biosynthesis
GO:0042427	serotonin biosynthetic process
TAX-749499	Enterococcus faecalis
GO:0016408	C-acyltransferase activity
TAX-28124	Porphyromonas endodontalis
Heparan-sulfate-GlcA2S	a [heparan-sulfate]-2-<i>O</i>-sulfo-&beta;-D-glucuronate
TAX-2265	Thermococcus litoralis
GO:0034289	detection of maltose stimulus
ARGSYN-PWY	arginine biosynthesis I (via L-ornithine)
GO:0090287	regulation of cellular response to growth factor stimulus
TAX-48209	Rudbeckia
Pfam-PF04993.9	TfoX_N
Pfam-PF06941.8	NT5C
Pfam-Entry-PF14466.2	PLCC
ORG-6073	Alcaligenes sp. strain OBB65
TAX-544644	Butyricimonas synergistica
Pfam-Entry-PF00487.20	FA_desaturase
Pfam-Entry-PF03123.11	CAT_RBD
TAX-1138887	Enterococcus faecium
TAX-1193095	Lactobacillus hokkaidonensis
GO:0033869	nucleoside bisphosphate catabolic process
TAX-227941	Chlamydophila caviae
D-fructose-1-phosphate	D-fructose 1-phosphate
TAX-35183	Gigartina skottsbergii
TAX-557601	Acinetobacter baumannii
GO:0016871	cycloartenol synthase activity
PWY0-1582	glycerol-3-phosphate to fumarate electron transfer
TAX-289734	Ozoroa
TAX-1440052	Escherichia albertii
GO:0004161	dimethylallyltranstransferase activity
Pfam-Entry-PF12315.4	DUF3633
PWY-6455	vancomycin resistance II
Pfam-Entry-PF11523.4	DUF3223
Furans	a furan
Pfam-PF00232.14	Glyco_hydro_1
Pfam-Entry-PF14237.2	DUF4339
TAX-187493	Thalassolituus oleivorans
PWY-6943	testosterone and androsterone degradation to androstendione
TAX-439488	ssRNA viruses
TAX-7399	Hymenoptera
Pfam-Entry-PF05480.7	Staph_haemo
TAX-999422	Prevotella maculosa
TAX-111500	Muricauda
Apo-EntF	an <i>apo</i>-[EntF peptidyl-carrier protein]
TAX-1074919	Staphylococcus aureus
TAX-510701	Desulfurispora
Cis-Delta5-dodecenoyl-ACPs	a (5Z)-dodec-5-enoyl-[acp]
TAX-997347	Fusobacterium nucleatum
GO:0004516	nicotinate phosphoribosyltransferase activity
Pfam-PF10798.4	YmgB
Pfam-Entry-PF09370.6	PEP_hydrolase
Pfam-PF06007.7	PhnJ
Pfam-Entry-PF15651.2	Tox-SGS
GO:0046047	TTP catabolic process
GO:0017013	protein flavinylation
GO:0008903	hydroxypyruvate isomerase activity
Pfam-PF12834.3	Phage_int_SAM_2
GO:0051192	prosthetic group binding
TAX-104264	Cellulophaga
TAX-400947	Deefgea
Pfam-Entry-PF13557.2	Phenol_MetA_deg
